time_s,time_us,time_steady,deg,vdda,vbat,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909121,325000,2466142,43.77289581298828,3.2909998893737793,3.0848350524902344,10,11,0,2022-07-04T07:32:01,-244,-4.06125,1656909128.9789128,2022-07-04T07:32:08,-244831,-4.080516666666666,96.85968789367078
1656909129,473000,2474290,44.06593322753906,3.2929999828338623,3.02681303024292,243,11,0,2022-07-04T07:32:09,-236,-3.9254499999999997,1656909137.2431169,2022-07-04T07:32:17,-236683,-3.9447166666666664,96.94000267576942
1656909137,625000,2482442,43.77289581298828,3.2909998893737793,3.0590474605560303,219,11,0,2022-07-04T07:32:17,-228,-3.7895833333333333,1656909145.749117,2022-07-04T07:32:25,-228531,-3.80885,96.5146534533593
1656909142,717000,2487535,44.06593322753906,3.2909998893737793,3.0590474605560303,108,11,0,2022-07-04T07:32:22,-223,-3.7047166666666667,1656909153.269321,2022-07-04T07:32:33,-223438,-3.7239666666666666,97.40137993139889
1656909178,373000,2523190,44.06593322753906,3.2880001068115234,3.075164794921875,93,11,0,2022-07-04T07:32:58,-187,-3.11045,1656909186.262384,2022-07-04T07:33:06,-187783,-3.1297166666666665,97.25872507783897
1656909191,626000,2536443,44.35897445678711,3.2929999828338623,3.0252015590667725,214,11,0,2022-07-04T07:33:11,-174,-2.8895666666666666,1656909202.692489,2022-07-04T07:33:22,-174530,-2.9088333333333334,96.35129827948006
1656909201,804000,2546621,44.35897445678711,3.2909998893737793,3.0816118717193604,248,11,0,2022-07-04T07:33:21,-164,-2.719933333333333,1656909210.15318,2022-07-04T07:33:30,-164352,-2.7392,96.84568694980031
1656909202,822000,2547639,44.35897445678711,3.2929999828338623,3.02681303024292,21,11,0,2022-07-04T07:33:22,-163,-2.7029666666666667,1656909218.677064,2022-07-04T07:33:38,-163334,-2.7222333333333335,96.83193688914791
1656909217,75000,2561892,44.652015686035156,3.2929999828338623,3.0252015590667725,165,11,0,2022-07-04T07:33:37,-148,-2.465416666666667,1656909227.072028,2022-07-04T07:33:47,-149081,-2.4846833333333334,96.25292271854566
1656909233,371000,2578187,44.652015686035156,3.2880001068115234,3.1041758060455322,117,11,0,2022-07-04T07:33:53,-132,-2.1938166666666663,1656909243.5952408,2022-07-04T07:34:03,-132786,-2.2131,96.67055885130955
1656909242,537000,2587353,44.652015686035156,3.2929999828338623,3.02681303024292,122,11,0,2022-07-04T07:34:02,-123,-2.04105,1656909252.0898728,2022-07-04T07:34:12,-123620,-2.0603333333333333,97.66070399723999
1656909243,555000,2588371,44.652015686035156,3.2929999828338623,3.0284247398376465,151,11,0,2022-07-04T07:34:03,-122,-2.024083333333333,1656909255.536633,2022-07-04T07:34:15,-122602,-2.0433666666666666,97.54156702074478
1656909255,766000,2600582,44.652015686035156,3.2929999828338623,3.0284247398376465,243,11,0,2022-07-04T07:34:15,-110,-1.8205666666666667,1656909263.786413,2022-07-04T07:34:23,-110391,-1.83985,97.1031834868277
1656909280,207000,2625023,44.652015686035156,3.2929999828338623,3.030036687850952,163,11,0,2022-07-04T07:34:40,-85,-1.4132166666666668,1656909288.142793,2022-07-04T07:34:48,-85950,-1.4325,97.1818618774414
1656909284,280000,2629097,45.238094329833984,3.2929999828338623,3.0332601070404053,23,11,0,2022-07-04T07:34:44,-81,-1.3453333333333333,1656909296.1223688,2022-07-04T07:34:56,-81876,-1.3646,97.1818618774414
1656909303,623000,2648439,44.9450569152832,3.2929999828338623,3.0284247398376465,63,11,0,2022-07-04T07:35:03,-62,-1.02295,1656909312.00992,2022-07-04T07:35:12,-62534,-1.0422333333333333,97.5006293847176
1656909341,306000,2686122,45.238094329833984,3.2880001068115234,3.1138463020324707,105,11,0,2022-07-04T07:35:41,-24,-0.3949,1656909351.349176,2022-07-04T07:35:51,-24851,-0.4141833333333333,98.2834351671333
